src_ip,dst_ip,src_port,dst_port,protocol,payload_hex,label
13.226.223.188,192.168.50.11,80,48706,6,,0
192.168.50.11,172.64.149.23,54950,80,6,,0
173.194.12.135,192.168.50.11,443,36986,6,17030303ca2a8cd6caf7c8d1bb6c4c1f5d6ecf1c0609501f03755678b020808f2533ed357b5b8fd52664f8035a3cef2b0adf7343ce9d5eee5ecf1efbcfbdb820293bafa8f69cbb21d047624b20e0fa3a2f830736b8186c14cd1ae7d51256333590aca185257ca4e464a0657e7324514546eb91b870632a4139e80ac9717f8520,0
172.64.41.4,192.168.50.11,443,60274,6,,0
192.168.50.11,199.232.194.114,40190,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,1703030033da643068f3c819ec72d571f0793f42febff1c71435621d76dffa1a62436f03cc4295f0d715e4b83b15cf16b5f7bc313645cdbf,0
192.168.50.11,172.217.14.110,34982,443,6,,0
192.168.32.135,120.13.77.166,37025,21,6,4d4b4420,1
192.168.50.11,172.64.41.4,44258,443,6,1703030033515cc75c3a472f6e59fc08cfb88c13475fab2fda2997e8b4a86fd0779b0c7cbd94ddf9555b1c9078958c7347ddf7f8a48ef597,0
192.168.50.11,35.212.192.196,37962,443,6,,0
192.168.50.11,142.250.72.134,46336,443,6,,0
192.168.50.11,172.64.41.4,55442,443,6,,0
52.53.191.192,192.168.50.11,443,50774,6,170303011a959373bf934228327e8dcc4dc7919b45fda9e580847b57387c8e3b5049c44fde76c9104441b23e386baef9245f577fd11578d6f488c5c0bcd6be3b10c5a0cc0c2a6ace33fe38e6c654854efc9c24c799b1ae551bf3e3e534e207da0efd7746d589e98ffa6ee06a73fdede2664451fcdb81be6be3e7dfc6ed462884,0
172.64.41.4,192.168.50.11,443,44258,6,17030301eec0aded92911a3c90669cb83efc7d6cb84f6bc277877eccf9098094c048330a327cbbcd828825707b27ebeb5eb165bd5e7951e0cfdbbfb0160c44aaf1e42736698ea2e95637f7fcc1aa2c744b88c1aae9abe26136bc7aa21e47ba09c6180b77b97122c9750820cb74f6c482d7981e06052e54f8258ee0c6523297c4,0
192.168.50.11,31.13.70.36,55234,443,6,,0
142.250.68.66,192.168.50.11,443,38960,6,0b26b6b553b95f7f316bf72f891944ad30f043a2f959087f9bc8c9570e3ee65e8a9c2e90f556c7f527ed40226e3df2f8969cebf07a684488ce30e4bf8928d6d2bacf6d438cefe342309a8366d65f78fe212fe6efe1da215de4e3d1085726163ea7e217b8e0f407f0b00b81162af306791e712829693cd6d75ca03ed7e08c5fe2,0
67.202.105.31,192.168.50.11,443,52850,6,,0
142.250.68.33,192.168.50.11,443,39190,6,1773e9f2d7dbc1471f3bb69aaf76ed54b54c2222a42763234271987556ffe062d57bdd85f47f22bfa1e104fad168d6028e3399db84c9b94da50133c9a5fad9985c9fdff336e4fd7b9a55659e3846c8e881b997838317d4a657708300c4b0794db6d6ad09f856e707fc445b529b5bce7d304cbd937b2019386f80ba0f18270989,0
192.168.50.11,13.226.223.188,48706,80,6,,0
142.250.72.168,192.168.50.11,443,56699,17,46bd495c13e90e1caed5001c70ba066da74abf17d7354936a0248b46580195643d2528b34541a2688154ffac5f35a41af216496d5005588e3378f93138ff19cc2e6aedca2b48e92b9da3d16ecb1329a47fa1eb6d87c282db070ef4ecde7d71f53228cd5a88f642ba39050ebe6f8c419d854b8eff468424882a78cb6139d2fdae,0
192.168.50.11,216.137.39.97,44006,443,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee1c947646cfb26c97890a20cb0abbd346ade094240087055c4cb6a92aa589950f55cf86f4f0607e45e1461a4378165b58c7bfbabf1a10b7e792df7d87a7541f266ad49c3fbd28106c28313202bd234290ca7def6a4fbfc7692c86b75731cd5324532b1da6bfa65d259e7a3ade173f608cfe43a66df751256cfccbec,0
192.168.2.226,138.15.12.245,56859,21,6,70617373207768303074,1
192.168.50.11,104.18.34.222,38870,443,6,,0
192.168.50.11,142.250.72.150,37880,443,6,,0
199.232.194.114,192.168.50.11,443,39731,17,5db19b38f0fefdb304989b27b88ac3c98a405ae31efa5b99e1810f56f54f2da9320d1af5eb95c548d7b426a54ac2607799b15065c04beac9e52db3a95e70ec91fcf7609eab37652c060f4b25aa6e2b875ede48c0bfe78b532a27a657c10fe538cded355d1ed43ff9515abd7a8018565e728cbd1602f480aa634694d5fcda57e3,0
192.168.50.11,52.53.191.192,39628,443,6,14030300010117030300454511e9c9e8337da7537004577ef5325f556fa0bc5f7369ab9ba393a1291c350cf5aa4554262b8d9113220d213674cc15a23bf70677c725db5af097836d3180bc83c20f838f,0
192.168.50.11,34.117.239.71,40030,443,6,,0
192.168.50.11,103.231.98.106,59308,443,6,17030300130bdc3f44480d2611881c71a43ea13b685a4688,0
192.168.50.11,192.124.249.36,33234,80,6,504f5354202f20485454502f312e310d0a486f73743a206f6373702e676f64616464792e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3133342e3029204765636b6f2f32303130303130312046697265666f782f3133,0
173.194.12.135,192.168.50.11,443,48494,6,11ecf5c9abb29db2dfc1f3550f20d01d49759449f46a443c44e1ace6ba31c1af2c35285c4324de5a74b8e0e57d7ac9e3c248f802909a153e4cd4536b33de87aede7fd0e1a184808b61e612e82d6c62b6d1580b55759aeb42f9f8b12b4ffbdd5cd8f42b76e71bf68c35bc20d1cf1a982b54156164a14af5b9340c49f57ab653d1,0
172.64.41.4,192.168.50.11,443,44258,6,1703030033d1a22f8ed415d745d464b9cba0c173d7996925bbf019109f4e99314c9addf3c706461b9317d7cedc851fa835bcfe336a6bb2eb,0
188.40.16.220,192.168.50.11,443,57230,6,17030300225d79302fdf5b88a56a3245f84e33f784e94296225e0b61b87f21eee4bf4cb3560542,0
142.250.72.162,192.168.50.11,443,38688,6,,0
192.168.50.11,173.194.12.135,54889,443,17,6eedfbb669637cf89704f7263a8bf74db7ea2f9c4a5eb65d7249b4da1efbced04ab06fc393,0
142.250.72.168,192.168.50.11,443,56699,17,53bd495c0f9e0000d6d6968a59f9cf502229fd7a47c6ff8eec0128a27814929478e9736b9b11333a3427e9e59faf856c8651c87fea73c632928533ca690c70e36d70a3fdddbfc0b08f8a0b64603dfbd7767ef40d6751a81e31c33d5d1462f3436fed10e5ea610a798d74f87dc91faee9ca0ca3375b1ddbae33af41dade3d972e,0
192.168.50.11,104.18.34.222,38868,443,6,,0
3.169.231.12,192.168.50.11,443,48520,6,1703032d2d651deb48997a827e76763044255b1441fc592826bc76116fcf039bd9cf108a301b843721b67305a2c3bd606194761f5f471bde448bd3355d22df7786d49db043b88a4e71b4f787bb2d272708c7f2c8a147072dc6e0680a57d2ba13fd876ab2e6f753a47aac8d429566da72f2c7b96e255e3d9e3cb482b9c65f2593,0
104.18.27.193,192.168.50.11,443,39170,6,,0
142.250.68.66,192.168.50.11,443,38960,6,170303001af80937cb41b285b73219d73e9b220bf4b30dba873654350a78091703030022ca5d4cee5df0ef871667c58c47833d53a4d45ec939c515a19738c5dd39404a0cc479,0
192.168.50.11,38.71.2.199,40512,443,6,170303020b000000000000000105919cb74f9da2bd4ac389602b47f38a2413f76a6763b96b5958106075f8621223f4f41d52d2bd49ada63e0f676b6851c8e036f506be5f98d214bdf12db4a5453118333bbc8279ca81db015f5b3db5f6bad5ca3081a8d5472acf0ee171e4eb88a2c3af1a17f4463cb33d3e6b7d6149d82685f5,0
192.168.50.11,67.202.105.31,52852,443,6,,0
192.168.50.11,142.250.217.131,36662,80,6,,0
188.40.16.220,192.168.50.11,443,57230,6,000000000000,0
142.250.68.66,192.168.50.11,443,38960,6,ee8c23ccf50fc5cd2945d766f43a5b918001908f858f524027b51966a05e665902a80664e102ddba9e525b27098e4bd744a44ab369b4fd8964eec46a430701645fd1849664ece0ae9356afe705a2b93b1090fdba03a417fd988e77d0215b7d0b210b722d9cdd303d6aef5637edd6c8721901db58531fe301b853d2c10d5462a1,0
64.38.119.42,192.168.50.11,443,48816,6,17030301bc945a1100040000009ba6360b4f4d9eab084fdeb0895929c7ca91e52b9a7fe93b1ba4225dd614eb3214a75867d8cc3e3fd235f7f95372e4879e57a8ebd98ba61226b621866f75677c4e1aa29c5940a09297c1cff12a04e83b8f4d9356ce6b08df5dc39adde8aba16b8924b67ff24870a5036cdfba533274ddc73ec8,0
192.168.50.11,216.137.39.93,38100,443,6,,0
192.168.50.11,72.34.249.211,55242,443,6,,0
52.217.195.56,192.168.50.11,443,53524,6,000000000000,0
173.194.12.135,192.168.50.11,443,36986,6,5b9d3804b6b1a290925bf81b94f0a0cbe72c69ae19f07af698829e137b271d64cd04e284d36b61cebbbfe48cc39f5da0e7c344e31c580a86f5bbb507999f4105b3962c7557e4b6a9ee92069671f197b8b1e874f5e03963988b30e9aa496a2a69f249283d30e38c8a85a22e376d4660960bb4dedca90bdcdacaa6fe1390a7497a,0
142.250.72.150,192.168.50.11,443,37880,6,1703030573e45c366b3f7504ee1bb1ae062a9e6d0cdffcd1323828ddeff088a87c6ad6631b0f3f77e51d2010df9392db80ec175263e82b3eab299e894c1140e4952130452062a1552556688cdddb2e845d30373abfc3c485d4d34d3d0e6a0aeebc1c84ef757a6ed2932c4e45400c6e5870c1a5d62df7482bfdf11f3d09f9fb08,0
44.212.89.30,192.168.50.11,443,53598,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee7b6613832b3d92fc6877c2f3f28f782fb1dcd2af90e8c6e0f5a41b09cf3c92ff33c28793effe21e7b387ac9689424cb3a9a80ddf441a65c5857930048114448736646fc66770afd2b2416f6e6efdd1dd7f7640349807cd976c4b2da7cddcf7337ff7ef730e84cd2c982ef5c81046f681b17af7dc6318994626c33e,0
131.153.52.72,192.168.50.11,443,51402,6,17030300db40233d446f4d2ed1f7ae2310695c8aa5ca5ea9d9c2b761b08a79b8ad53e07d2379386adf978b606b6015e695d531877d22e8f017d756f2273247dc84e4288685e68002102382e5f31578a255933279ff624a2d0c59c53d46ac721f91f4a578afe94d2dc91737e6b7e8c0e78fef18eabcb21cce571e74943cf4b6fb,0
172.217.14.110,192.168.50.11,443,49774,6,,0
192.168.50.11,172.217.14.110,34982,443,6,,0
192.168.50.11,192.168.50.1,50483,53,17,994f0100000100000000000103766f700973756e646179736b7903636f6d00001c000100002905c0000000000000,0
192.168.50.11,185.125.190.18,49790,80,6,,0
192.168.50.11,185.113.25.51,37408,443,6,1403030001011703030045e6000d5a9b8782de6c1e7ae5435b40c0072415e806201714e1716f43d59227f19919aa63561f71cbbdf4ad5dc7fdc4e98dbb374a6038779a88b2f52c8b39aa31b55fbce178,0
192.168.50.11,173.194.12.135,36986,443,6,,0
192.168.223.137,184.6.88.11,32900,21,6,435744,1
192.168.50.11,173.194.12.135,36986,443,6,,0
192.168.81.84,219.116.141.240,57574,41170,17,7c30312030322030302031347c,1
142.250.68.74,192.168.50.11,443,51750,6,,0
192.168.50.11,172.66.41.9,51502,443,6,,0
3.211.135.140,192.168.50.11,443,55144,6,03550406130255533110300e060355040813074172697a6f6e61311330110603550407130a53636f74747364616c6531253023060355040a131c537461726669656c6420546563686e6f6c6f676965732c20496e632e313b303906035504031332537461726669656c6420536572766963657320526f6f742043657274696669,0
192.168.223.173,153.157.82.85,61775,1433,6,787c30307c707c30307c5f7c30307c737c30307c707c30307c727c30307c697c30307c6e7c30307c747c30307c667c30307c,1
192.168.50.11,51.222.39.186,40692,443,6,,0
192.168.50.11,69.173.154.7,57940,443,6,,0
192.168.3.170,22.223.135.156,37330,25,6,65706c792d746f7c33417c20617e2e602f62696e2f,1
192.168.86.153,12.79.143.167,43897,53,6,746869736973736f6d6574656d707370616365666f72746865736f636b696e61646472696e7965616879656168696b6e6f777468697369736c616d65627574616e7977617977686f6361726573686f72697a6f6e676f746974776f726b696e67736f616c6c6973636f6f6c,1
192.168.50.11,23.55.219.177,49846,80,6,,0
3.169.245.200,192.168.50.11,443,50514,6,db043882f3c8579697a6a761b7fccd460e2406a59f8cab62cc4d017e645ba51d7e2859e4fd38bd358568a23012626f4b93ea9b640dee881dc1d1501fd7417ef74fcd419c343117e074b42309f97136efacb4b9cdceed3362fd26b23e74a7aa3edb036864c169bb521e0d78fa80f6452d91f669b4f7c9bc32f0d0078b8ead3273,0
192.168.209.43,102.238.119.126,1842,7777,6,474554,1
173.194.12.135,192.168.50.11,443,36986,6,1703030015c94fe2fca6f5fe497ee863343a7753252afea1f22c,0
35.201.101.243,192.168.50.11,443,51206,6,17030305735d9b1637a12b3f9b1f5dbacf3211e443262c98689868288419d52071c64721843bff2e82237b6d3c5ae02376b77aa3bcb1a50856a88b86bbb525d358b7ad8cf0e0c66a6b215ef4eac3e88624a9ddb9866cefa4946ac78e7562e360a2f0e93e0f2bab8e13027beec7b7dad5423acb1864821ea31c5e1679d5b8f974,0
35.201.104.135,192.168.50.11,443,38574,6,,0
192.168.50.11,172.64.41.4,44258,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,,0
192.168.50.11,150.171.27.10,36536,443,6,,0
192.168.50.11,142.250.72.162,38688,443,6,,0
50.31.142.31,192.168.50.11,443,41724,6,,0
192.168.23.134,72.237.149.222,43433,6373,6,7c45422037467c5d557c46457c4d7c39382046457c4d7c39427c,1
80.77.84.96,192.168.50.11,443,39172,6,000000000000,0
192.168.50.11,142.250.68.66,38960,443,6,,0
192.168.50.11,104.18.24.18,57806,443,6,,0
142.250.217.131,192.168.50.11,80,36650,6,,0
192.168.50.11,142.250.68.35,46846,80,6,,0
173.194.12.135,192.168.50.11,443,48494,6,17030300147f40c93f19027a5e43c523a4ce8af22b7ade942d,0
192.168.50.11,172.217.14.110,34982,443,6,237f1ad1eae482766d365f8ce7dbf96067ef3f6dc4d4c1bae53a9330f792994c3dbbe210b5568288e3dc915fc7515ccb365c6f450b04db74829342e8ccf549df62c150d43ac08ab55a0c0edc761c55204ae36e8075b47997a6968e5399fa2bdb722f1b3533edafe4d34aa2e81e7a5812edd9f558383416a96d9d7e467118da8b,0
192.168.50.11,13.226.223.188,50738,80,6,,0
192.168.50.11,172.64.149.23,54950,80,6,,0
192.168.50.11,172.217.14.110,34982,443,6,1703030372b87207c09d11cb56df5fa2fa6e3a9141e8f115a1bcb1102055ac1cfa26720909d77380c9c8234a846fdc24d52fc5e5dcfa1dc71a56c8bad67265d83ba578fd5b840b6a696d4002c30aa9bb7abf67f71207362245f5f742eaf78be650c33e5c538446bfefdf947686901160c3aa8c97804f116e118215800689a924,0
13.226.216.26,192.168.50.11,443,52378,6,17030300390d4c34557d85f8493d10b5711503a66ac17ece36be073ad9f0606d7ba3b97550040daa37d6ff8f7e1e097778fa40dd87292d30e4ceaea18265,0
74.214.196.131,192.168.50.11,443,41518,6,,0
173.194.12.135,192.168.50.11,443,54889,17,5636addf45b49f2337c26c2cef286d146c288980b7ea8006f280c5d0fccd31b435734066766b4928956b718c24e876881f42ccb026d435749437476259dd124dbff8ff1b2b2b34a07a99530cf4b4ce95e969fa5c5a42d88342efc6317e2b5d73625411d26e5bb9552a5cb1eb8a4df7e3bab5f8a769c2811e759de1faf685e16f,0
172.64.41.4,192.168.50.11,443,40972,6,16030304c0020004bc03030eb9bb2551343c25cff4a2e5808f657dd07063010f79c59b4f1ffbaac0c2782320fddf50a22ad26dddd2853d17600d92dcf3ba77bf879d324789cdee0c304dfd0f13010004740029000200000033046411ec04603ca187b53c911f4f996d66ffd65e6e05780c04e8f14f6eebac0f348254c451457b,0
173.194.12.135,192.168.50.11,443,54889,17,5536addf8c52ee80c2941cf2c302a23dc3a22443ed7a3561f13b045f3b8517a983045b9988346b23541a81153a893fd910773a862108ffc23e4dd9a28b7bf287e9910eec3fcf96c8d6353dca047722399c61be75583d0abb554c6a36adbb9351ba4b7223d19710f61e84c53b3aa43388b6c14745f1b6f4025b8c53c45983e852,0
192.168.50.11,104.18.34.222,38168,443,6,,0
23.105.12.142,192.168.50.11,443,36224,6,170303011a779b3227eab2a1ffdc64287da82f3b5f72ba56827d7aaa50ab7c450ae5f58ddacb38104b51def535078be87741164fb4465a6997ae02eee1b47843b0430975af71fa96d578ed82ca3f0181851dd1876c8226c77c2222bbbbb4df5161fdab6ccc67429b8589aab1f31ad866de103c77af1af26ca5b46afb0014ba55,0
142.250.68.66,192.168.50.11,443,38960,6,170303002208160d9a57bf5ff60746439ff74d81ba9f9651a54a473d7c0b7902179e825af6680b,0
192.168.50.11,173.194.12.135,48494,443,6,,0
172.217.14.110,192.168.50.11,443,34982,6,,0
192.168.172.238,36.38.92.218,51014,635,17,7c45427c565e565656317c44322038387c567c30422038387c567c31457c,1
192.168.50.11,142.250.176.2,58298,443,6,,0
13.52.209.238,192.168.50.11,443,56698,6,,0
192.168.50.11,172.217.14.110,34982,443,6,170303122464f2b7a6a2ca5ca8e68b290716927dfe1a7a21aa971cc91ddc8b3a3929fcd2e16f59297f7bde1d99cb247582dfcbd8c814176899b7714477bbfc6388a9c522b98cc8433fffd527f98b92bacdc10120a91d1a068bb5b68532e2c511a74f4f4d5fb4f13077e31d04334d059ce442ed98d0f36f052c91aeee2d0c8fce,0
192.168.70.184,203.220.61.234,1635,21,6,52455354,1
173.194.12.135,192.168.50.11,443,54889,17,5436addf5213cf4304e7d978430ec931a278c6fdffb295332597be6845a2a404a70c2091c7d87b6a98a9e639e58a417142ae80e91873954e03823bbb3675d972913487b2063b5999c66729783283357622bdb148bcbc30d1385fd0742e3bfca0575997f648802ac9c8a5f77141b12b1a6252891a71ccb6acdc4442c793eb5816,0
172.64.41.4,192.168.50.11,443,55472,6,17030301eed672fd8a4063ac341045ba25ba0b78b9fa7aedc2d1c0c49fe91c22be320ae71a30297e006407b96d25a86ba3a6851393fbe14bc4fc754aa59f00d486ff16085fd1e6263dc5a7f8d2dfd4f5e64f8c3048384590cb602d15b24ac259c8dd32ceb2a13c8b1e0befc7fdbfeab9870aa4d7ea532e9a106f17a7597a65fe,0
192.168.50.11,3.163.125.3,41090,443,6,,0
151.101.2.114,192.168.50.11,443,36762,17,498f191d30556c5a13a5ee466d224a6b4e567514ef3c7bf2902bba1a665f85d2b0adadebbb5c193b62a0afa65b46cd6569018ffa035f873f65f7292045112cc7ec5a3fb365ee045f6c351ad8cbb680dfe9ab403bcfda17e3c96d4b91a80a5b48d53a24b87b9ec8a9a21dc7fafdf4377108e61e1aa32784495a13015016a0bc70,0
192.168.50.11,172.64.41.4,44258,443,6,,0
192.168.50.11,142.250.189.3,59906,443,6,170303001a114c677e6f5334275a41cdd38863799fc60bdf7fb5d892d07f8b,0
192.168.50.11,151.101.2.114,36762,443,17,eb0000000111a141ffc4a5b7b3bb692446f755a92984a9038f191d40483341f4d69f2a5c12e4684dc2ad4f20d820a11f9069582ea78205288805a20c73a9694939ab3d2d3f600b286b3b6a16faf9942fc3c4f78d8eb76a5070c233a3856e4331aebcfcb50157a141ffc4a5b7b3bb692446f755a92984a9fbdd7e2e2a29436d10,0
3.169.231.31,192.168.50.11,443,33734,6,c4252466a2a35a340fd7b154c761adef5b698f45e4bebd6757bccb6b3b03caaab862cb674b559809f6f2d33d8532c0310102d22918f25a031d6b94b103f27785e209ad2478be4329e6ab5e97d556c5dfc539ea4df867788ae1f2fecb7d42d467411a94d296f8d03317ef4dcc60d42a5028518fe0438976e579524c4064c87951,0
192.168.50.11,172.64.41.4,44258,443,6,,0
52.53.191.192,192.168.50.11,443,54468,6,17030300222f67312173d6889d86d420f4fdf61e315d584145b1735c3287d564ea68f52b4ea639,0
172.64.41.4,192.168.50.11,443,44258,6,17030301eead2bc514f98b261f4431e4ea297435a83f77a7360e54f486dd37e63aa90da40a253f8fa9c9fdef85c1b7942beb51f96ef8efe7db30167bc701a0d41f1b6f5ebe26192cd21c5150ec5e9394e89086e4473b178b19623a9124fe08a6d5a5345ae9f3a06cf2924201fb1a9d051b3e5d18f99f0b0dfdde84702efda928,0
172.64.41.4,192.168.50.11,443,60274,6,17030301ee33cec7c06b0072babb6783ddda21a61e97e8e13e7c96a6b85b52b26cb24e474fda88fe58850fd71f16a2c8b25c876ceb08baa4826ade073ecd369d1878894c05705d4fda457dddfa5224c08986ebc8c7cf0413cc47976b2bd58dd6e5549c2a06f75954fe24a99dad60e5958adfc6346f7ac9551312272078d2aac7,0
192.168.50.11,34.224.241.14,32960,443,6,16030107600100075c030348047ce38fdf75050e1f6c884fab03a68c41b70f2e156c4314a6e2e9ca73d21420a2a622059473e8edfb1a860e5d080bb13d7e35447287f3364af0d2bb85f8cade0022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006f100000011000f00000c72702e,0
104.18.34.222,192.168.50.11,443,38868,6,1703030211bb3b6a755e4f60fc7b3ff84c5052c9ac521c16115f73a24f042b653f754b34a49d99895bb7bc8912460cec984015b00dcc3a248b37702f02180d8557154ad20589c703f6d11e1a774a074667f1ead45432a1eda8d55b5f45cbf96bd0d8979932b181671802a4a41aa668c4050d6ebd6b0dca7b10404826c8282df3,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee86cb34d4266618be165ea083f0fa44d365ea228c3288253c043c9845290a2a5a164db791b984522515a9591c9f01304e9583e12a7e3197bb5ed8d80f0e62ddfcfa06ae26b340819ddd9531bc8a8628854f0a45b58195d827f01840d74e71509b7be517c7228d14ba9942dcb399010223ee6df08eb5b1dadde53dc3,0
192.168.50.11,23.216.55.47,49020,80,6,,0
192.168.50.11,35.212.160.220,60818,443,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030300339b2f076af656f7961446dc3b77278011b66da77280eb61cd47e21f64e990a696736ee3c78f7f72100cae91b9e80d14a8452310,0
18.164.154.118,192.168.50.11,443,58600,6,,0
192.168.50.11,131.153.52.72,51402,443,6,16030109e0010009dc030348ae301d36c0c7088ac480c05676542fe64adf46617d2243414789af22681e7520a250809dd3935a62ecb030f046bc103f256f4e94f57294d7185fe897b9213fb40022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f00350100097100000016001400001173796e,0
192.168.50.11,172.64.41.4,44258,443,6,170303009a43c657761a8df3f12cd2d40dfc91ca2ac2f37222b64476a4c2e28d997ffeaa63060ba9b788a71b94f7e3715e562fd3d0399c61284441a9fbb99fafb034bfea78d6ebc24788e3fb6b071299b4e490a22ef0cc1d9042c59e3fdf583d819a3c196f24d4296120a6e4b272e70f180cad9f81bafdae135dbd3438105761,0
173.194.12.135,192.168.50.11,443,36986,6,2133586695610fb0d371adbcf504226094bdcec39a0efd05d611f6e9abbc1ef70bedd39a71e33a7615af7453fbb28e752ef1ad2faed134ac5135a12e1b3fa510e878ba6e9e1e6d8b0f280fa39936394deb6515fe60015d5dcd67965320b170f412e62515c68d90cde84356523fff4ff7d90196c8afa3551ad4af8abe146fc2c5,0
192.168.50.11,142.250.189.14,42620,443,6,,0
192.168.50.11,35.201.101.243,47032,443,6,,0
192.168.50.11,18.154.144.27,60934,443,6,,0
192.168.50.11,52.38.239.33,45478,443,6,,0
192.168.230.143,180.27.1.133,33799,22,6,56657273696f6e5f4d6170706572,1
142.250.68.74,192.168.50.11,443,51762,6,,0
35.212.212.222,192.168.50.11,443,36380,6,46bf21b4d72b392ff6f1e341bd9a10cf61a69eb64b59c1ab59e8b38e98ada63b847917b5e8e652cbb46effd20665ace77e2133363630e9fdd91546ffee7f844146ac1511fb55bef2793e7c7042ba72db2704d635e1faf9d9c1c8ec4c18ecc1cd5399a06791a4b65c963c385c85f6c25cfeb734b3ca9faef27a617630fb007610,0
18.164.154.118,192.168.50.11,443,58600,6,864c9a91b68e224e48ae056eb27ec85aebed4cdf3a64559033ff4f2a976d8392630b980987a727ff2e0ced16f2efd4357fdc330c3db0e2c1f58a67e9dbf558ed81c3b84322a01712008f10f5a87d80c45bc98458ae7d3df4107df5cc84e625f10323f79ed68ac81e3314a11685c505f8e5da1b707aefe3e3db22ef4549cef16d,0
18.164.173.26,192.168.50.11,443,42596,6,285fe772e8b077a7f2b79ab4bd439e673708d195cdc2995739fe1566554174dbe7074c5b11e522873d3e0b0c6c769b5bcaec1ea436a1636a00fc32e089db133fbf6912ad25ae462598902af51e5c249bfddf492a2e1757e07c0e20aaf003dfbf40bdf729053bf36e0a67af86f5094bacab7b0a75fb3b9b3228630cd14ec31326,0
52.38.239.33,192.168.50.11,443,45478,6,,0
192.168.50.11,142.250.68.33,39190,443,6,,0
192.168.50.11,192.168.50.1,36584,53,17,c6ee0100000100000000000112636f6e6e65637469766974792d636865636b067562756e747503636f6d00001c000100002905c0000000000000,0
34.149.100.209,192.168.50.11,443,60946,6,17030301754516503710a63915bd831f6416498da7132ca5fc3909ede771b92b5c4948de3713311cf4bda7490556e0efaf8fbd5b49ca6818feef433f471f3def478ebfa375e423ea81ce223f39ca57323f7dfe69471a99828fcf66608cbeefdc1dc7aee87df29431301e42151eee31c74d9efda8c56113542c7fad6a918991bd,0
172.64.41.4,192.168.50.11,443,58404,6,17030301ee9bf550b289d0c7801367ff160e66fc623505da24f727b495f976fbd69ddafa052604ac006d3788e70116be0dc296e87d8530aad48b24df89798a6866a8df60355a76dda81c0baea9fbce6e9fdb768f70a8a232857cbc662ede7f6d52fa68ff5002d328ccf9c1e30cb1218ebf29b128a83e02dde5ea1df43bec6f58,0
192.168.50.11,172.64.155.110,53282,443,6,17030302054b6e95a47b080cab5c6328d203a583cf615bb2ec90755770c9b533827bcaa4184cff4494abcb90ef3bf305e6778b2463f88daca5e8c6f5491d33827f476e4edf60daec1cefe859ff44d0aee0b2960223c31921a54e56c941db08b16d5f148a2ea6073fbefd7470173bbd72387e643c2ac5dbe573971ed88453181c,0
142.250.72.168,192.168.50.11,443,43802,6,1703030573897da6eac62812da1c434f28aa151a9a5dd7a9db56790b513c07cf0e4e3add8dc910e51caf04a3020fd1fded74777b3c7f0fa0e30dcac2fc1117fc384dc2ea4a420aae3691fe1bc56a9d5d05bed4cb57dce55c6d982c3416fc7947d60e883a5c30b832377605f62276b5c43d5feb139fc722f0b3a375308b23c0de,0
192.168.50.11,52.53.191.192,54468,443,6,17030300225394be471645590caa949f9353bb4ddaeef09a752f5ea590340ee13f14cb48291e2c,0
192.168.50.11,74.119.118.138,53852,443,6,,0
192.168.50.11,172.64.41.4,60274,443,6,170303009ae072cc93cdba1e1813e2a9f0ff2c50577d17ce4191be8edce2672d99e9ede578d1b634e9c8ba07887593d36f880e0aaa4e9bf87cfb97f1f1523cbd975be9f8596c06a32597afe37bc9d4e659fe9e7e396b637b08472e01ff0a7cc3975c43454a6a561cbee112710f77eff84e87d0acaf407d809c37f9c932f5bf92,0
192.168.50.11,121.127.42.98,33772,443,6,160301075f0100075b03039d412c1c90ef504d77943a05e2798586f0e74c0eb1a496a7be3ddf8d3dee1aee20f738648010ff4f9c13a7e1e6c841c64c3c236f7d2ed2680fcd0ae976b3a1bba90022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006f000000010000e00000b69642e,0
192.168.50.11,104.18.34.222,38168,443,6,,0
192.168.50.11,173.194.12.135,48494,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,170303003385a4c27257d91ee5049bd406e24a1ea12f5eb4372e554edb52739bd353c213231be8a5d09d293d5b8abbf5d41461d2803cbf47,0
192.168.50.11,104.18.27.193,39170,443,6,17030300a18cb666b6bc9a7dc2d7e230488e8d5273bfbf12657b7a70274c0ac243530404c4dbeb3e9c511e565b4888beb463e8088e5cc9d30b0dfeb76cecee98d3bf02cce9de06446c87562b924229060e7cd1a357ac962f23d69a92046e4f8151424f73d4b1cf8e54d424ec10300e1ba31bf3e6639e8fbb005eae3314e1dfa6,0
