protocol,src_ip,dst_ip,src_port,dst_port,label
udp,89.248.167.131,172.23.249.27,15476,22472,malicious
tcp,172.16.173.145,123.171.46.243,16054,993,normal
udp,217.250.0.146,192.168.238.186,60089,993,normal
icmp,180.99.137.141,172.31.73.154,0,0,normal
tcp,59.200.246.161,158.31.134.227,47884,44123,normal
icmp,172.29.237.90,2.118.240.242,0,0,normal
tcp,82.248.6.116,172.19.195.134,57252,53,normal
tcp,192.168.92.8,192.168.144.114,38103,443,normal
udp,192.168.115.232,10.80.227.97,7104,67,normal
tcp,192.168.176.106,192.168.237.165,59183,51166,normal
tcp,10.98.150.184,172.29.57.110,43120,42051,normal
icmp,192.168.42.151,10.115.178.253,0,0,normal
udp,192.168.82.189,10.162.20.25,29716,25,normal
tcp,4.18.146.207,136.84.50.142,25420,587,normal
tcp,192.168.34.3,10.222.68.235,11279,25,normal
icmp,10.99.238.253,10.156.233.33,0,0,normal
udp,10.150.78.112,192.168.207.79,3153,587,normal
udp,136.100.50.72,10.115.40.229,19284,5001,normal
icmp,172.29.49.240,172.25.10.143,0,0,normal
tcp,10.165.230.209,144.251.175.47,19919,19,malicious
icmp,192.168.140.46,192.168.168.243,0,0,normal
icmp,10.212.58.75,81.210.188.246,0,0,normal
tcp,93.204.117.168,10.59.7.245,48672,9001,normal
udp,1.23.220.86,172.26.39.3,27354,8000,normal
icmp,58.100.145.47,178.100.164.115,0,0,normal
tcp,10.94.78.22,10.149.235.95,56261,8000,normal
tcp,96.34.136.80,172.16.206.50,31432,445,malicious
icmp,172.26.126.217,192.168.219.82,0,0,normal
tcp,172.22.10.145,192.168.136.57,50587,69,malicious
tcp,10.230.128.77,192.168.247.222,4959,8000,normal
icmp,166.194.104.27,192.168.244.204,0,0,normal
udp,192.168.225.238,192.168.97.86,5932,63519,normal
tcp,10.111.171.6,10.136.112.57,484,993,normal
icmp,90.34.32.108,172.29.190.132,0,0,normal
udp,192.168.228.15,192.168.158.171,18896,53,normal
tcp,76.85.203.157,172.30.241.229,21975,143,normal
icmp,192.168.239.152,192.168.8.129,0,0,normal
tcp,185.107.56.215,10.98.157.130,27236,16599,malicious
icmp,10.19.243.211,88.246.73.145,0,0,normal
udp,192.168.195.223,21.0.67.148,55659,143,normal
icmp,10.173.177.18,172.28.120.237,0,0,normal
tcp,172.20.254.255,77.117.1.195,63656,9001,normal
icmp,162.127.127.43,192.168.59.104,0,0,normal
tcp,10.245.180.79,10.69.158.180,50479,20308,normal
tcp,10.191.241.217,203.215.53.142,9444,8888,normal
icmp,172.23.112.170,126.84.14.122,0,0,normal
tcp,192.168.176.176,10.224.20.193,37620,9000,normal
udp,10.94.132.0,10.226.247.67,7769,8295,normal
icmp,172.20.118.29,172.25.249.206,0,0,normal
tcp,192.168.66.253,203.228.96.249,40055,22,malicious
udp,107.183.17.190,172.22.168.59,48324,25,normal
icmp,10.118.135.240,192.168.252.122,0,0,malicious
tcp,172.24.212.80,172.18.34.68,49484,135,malicious
udp,10.176.111.52,10.94.61.139,9968,68,normal
icmp,250.125.2.158,10.221.102.111,0,0,normal
tcp,10.97.177.87,172.19.157.45,16265,587,normal
udp,192.168.14.110,172.27.154.247,57951,43706,normal
udp,192.168.245.188,10.247.42.224,21723,8000,normal
tcp,172.27.206.152,10.220.185.40,6537,443,normal
tcp,192.168.179.161,10.46.117.131,25481,881,normal
udp,241.114.108.32,10.217.238.214,26844,21399,normal
tcp,222.186.30.11,192.168.117.119,26676,26975,malicious
icmp,233.152.89.55,10.211.52.6,0,0,normal
tcp,10.112.46.42,209.128.217.230,31304,143,normal
tcp,192.168.76.86,172.18.37.96,6579,1900,malicious
tcp,210.106.92.164,254.58.231.106,30424,30507,normal
icmp,134.128.163.51,12.108.234.43,0,0,normal
icmp,10.243.224.198,192.168.101.229,0,0,malicious
tcp,192.168.171.111,192.168.168.61,56269,443,normal
udp,172.28.87.69,201.245.225.96,41936,143,normal
icmp,10.17.54.71,192.168.225.24,0,0,normal
tcp,192.168.169.230,172.19.66.192,64336,587,normal
tcp,43.150.147.140,172.20.198.14,15540,8888,normal
tcp,192.168.39.150,10.20.15.35,50193,67,normal
tcp,192.168.177.118,144.28.132.90,47209,9000,normal
icmp,172.26.161.225,192.168.230.149,0,0,normal
icmp,192.168.14.217,10.34.155.57,0,0,normal
tcp,103.27.202.112,86.155.207.161,45476,17708,malicious
udp,10.239.79.131,192.168.32.96,12003,2247,normal
udp,225.188.146.172,192.168.225.180,59295,1461,normal
tcp,145.135.251.197,10.116.156.161,24742,5001,normal
tcp,172.21.70.244,172.26.39.178,64004,25,normal
icmp,172.29.45.14,10.53.137.91,0,0,normal
udp,192.168.161.5,10.119.106.168,19221,993,normal
tcp,10.106.242.182,172.17.165.168,4105,8443,malicious
udp,191.112.121.244,92.104.134.195,14738,443,normal
tcp,10.6.215.82,172.18.117.125,31579,68,normal
udp,192.168.122.232,191.130.16.158,64429,65005,normal
tcp,52.66.3.12,172.31.89.240,28331,143,normal
tcp,192.168.156.71,194.51.44.11,65195,587,normal
icmp,172.20.81.149,192.168.94.173,0,0,normal
tcp,10.50.34.245,172.20.125.31,31192,11725,normal
tcp,172.16.252.252,10.222.52.98,45210,587,normal
tcp,52.91.128.167,172.25.151.147,54110,443,normal
udp,172.26.91.139,10.46.115.130,62747,143,normal
icmp,192.168.12.245,172.22.106.180,0,0,normal
icmp,0.236.163.119,192.168.106.196,0,0,normal
tcp,192.168.199.201,18.14.108.161,33178,68,normal
icmp,172.16.137.96,10.72.189.148,0,0,normal
icmp,10.21.121.178,172.28.85.157,0,0,normal
tcp,192.168.176.96,192.168.133.39,58243,58883,normal
icmp,172.28.11.245,192.168.134.136,0,0,normal
tcp,10.102.41.8,255.123.181.29,57221,53449,normal
tcp,172.16.127.225,192.168.97.86,16313,25,normal
tcp,10.252.204.168,172.25.129.167,3029,16908,normal
tcp,10.145.13.17,192.168.119.126,53997,28265,normal
tcp,10.7.94.133,172.18.138.110,52454,1526,normal
tcp,10.8.143.151,172.30.120.111,48818,5000,normal
tcp,255.36.71.12,172.16.199.112,36101,49320,normal
tcp,172.31.9.225,172.27.74.50,53145,20227,normal
icmp,71.154.87.207,66.20.177.88,0,0,normal
tcp,192.168.7.190,84.65.228.112,18341,9001,normal
tcp,239.107.2.29,172.23.184.179,25607,69,malicious
tcp,192.168.18.155,172.17.209.7,3782,9000,normal
icmp,192.168.117.60,172.28.238.221,0,0,normal
udp,171.85.199.213,66.241.180.117,55368,8888,normal
udp,192.168.14.70,192.168.142.7,53498,68,normal
tcp,172.17.162.114,192.168.202.0,47396,8443,malicious
icmp,46.63.152.31,45.137.23.152,0,0,normal
udp,151.17.196.165,10.172.128.5,63154,9001,normal
tcp,10.18.127.17,192.168.162.5,24143,15564,normal
udp,192.168.25.179,132.186.11.44,42173,2964,normal
icmp,10.130.36.60,172.18.235.57,0,0,normal
tcp,192.168.197.221,135.250.191.229,38113,8888,normal
udp,10.161.102.191,10.188.61.89,3417,23128,normal
icmp,192.168.148.228,172.20.137.77,0,0,malicious
icmp,192.168.220.98,192.168.253.210,0,0,malicious
icmp,188.72.172.225,250.168.50.10,0,0,normal
icmp,10.14.236.159,171.36.111.207,0,0,normal
tcp,91.240.118.129,254.48.163.61,60934,11842,malicious
udp,194.47.62.13,28.41.232.209,23182,25,normal
icmp,192.168.40.71,169.22.62.202,0,0,normal
icmp,187.93.174.130,94.151.212.108,0,0,normal
udp,10.234.114.131,172.31.241.170,7366,45803,normal
udp,153.113.110.59,192.168.251.159,39132,5000,normal
tcp,93.18.234.130,10.123.130.137,28254,9001,normal
tcp,221.185.84.123,172.25.152.69,9842,1,malicious
udp,212.187.100.122,250.196.98.121,26444,45952,normal
udp,172.21.209.125,189.179.206.88,32207,6709,normal
tcp,91.240.118.129,69.60.152.181,45870,30487,malicious
tcp,10.89.181.39,10.7.186.27,7551,587,normal
udp,172.27.23.212,192.168.108.51,9228,2579,normal
tcp,10.127.107.250,95.60.23.181,12317,57858,normal
udp,10.6.255.163,44.76.234.35,33540,5001,normal
tcp,172.30.15.29,27.34.161.96,24878,0,malicious
icmp,10.55.14.216,10.9.185.211,0,0,malicious
tcp,10.52.46.39,10.154.191.37,43718,55281,normal
icmp,10.231.119.227,172.31.86.102,0,0,normal
icmp,192.168.239.197,10.121.209.130,0,0,normal
icmp,172.29.125.83,194.78.47.174,0,0,normal
tcp,103.27.202.112,140.89.239.91,33026,65146,malicious
udp,10.9.231.211,10.79.214.135,62554,8528,normal
tcp,67.167.115.41,252.48.184.118,22759,8888,normal
icmp,61.202.246.81,172.21.220.160,0,0,normal
icmp,102.55.229.7,2.133.163.147,0,0,normal
icmp,172.27.200.216,21.103.210.225,0,0,normal
tcp,241.61.58.123,192.168.148.238,5888,1433,malicious
tcp,198.144.121.93,10.222.2.2,51702,15745,malicious
icmp,10.137.204.84,192.168.241.14,0,0,normal
udp,242.156.56.43,10.55.64.181,26657,4020,normal
udp,172.29.149.14,10.224.217.29,54405,993,normal
udp,192.168.58.114,10.45.97.106,26621,8888,normal
udp,172.19.48.46,192.168.27.29,1414,80,normal
tcp,44.92.181.150,233.183.72.143,20710,137,malicious
udp,117.207.125.87,10.174.125.65,23765,1433,malicious
udp,172.31.165.94,172.29.234.106,45336,60649,normal
tcp,245.88.23.98,181.84.250.118,41092,0,malicious
udp,45.83.64.1,202.58.118.72,21256,29824,malicious
udp,192.168.26.96,172.31.213.1,41122,143,normal
icmp,10.172.142.97,106.13.175.251,0,0,normal
icmp,133.206.90.156,10.33.29.250,0,0,normal
udp,59.101.26.45,192.168.148.16,53865,39619,normal
icmp,10.252.116.154,10.175.193.241,0,0,normal
tcp,192.168.60.151,172.30.209.197,17822,143,normal
tcp,10.245.160.161,206.38.27.159,48323,5000,normal
icmp,10.24.94.9,72.191.39.157,0,0,normal
udp,192.168.208.177,112.100.6.28,55055,5001,normal
icmp,10.176.183.241,192.168.123.177,0,0,normal
tcp,192.168.241.255,25.13.143.69,40377,587,normal
udp,10.149.141.20,63.147.193.149,32714,143,normal
icmp,54.25.14.146,10.58.210.254,0,0,normal
udp,189.164.140.117,172.31.55.197,42490,5000,normal
icmp,27.222.23.75,172.22.7.32,0,0,normal
icmp,172.29.249.130,10.187.231.231,0,0,normal
udp,198.69.84.93,146.172.202.129,36151,21,malicious
udp,179.100.124.241,98.249.100.16,10631,25,normal
tcp,10.69.91.6,192.168.234.63,60549,21,malicious
udp,172.19.149.159,172.25.116.219,6216,587,normal
tcp,192.168.181.45,192.168.22.24,1816,1433,malicious
udp,192.168.42.76,192.168.223.86,25468,67,normal
udp,125.177.192.129,94.11.123.90,29957,25,normal
icmp,192.168.224.60,192.168.235.249,0,0,normal
tcp,192.168.125.134,192.168.14.225,29967,28041,normal
icmp,192.168.128.134,114.63.89.197,0,0,normal
tcp,192.168.79.215,236.182.115.230,49464,25,normal
tcp,10.233.80.86,245.146.155.238,37808,161,malicious
icmp,192.168.148.114,172.25.90.190,0,0,normal
tcp,10.52.140.253,84.142.27.241,49105,135,malicious
udp,120.211.206.94,10.138.51.157,48670,5000,normal
icmp,230.30.200.69,10.226.68.140,0,0,normal
icmp,192.168.242.235,169.117.97.70,0,0,normal
udp,192.168.77.74,192.168.239.8,20066,1098,normal
udp,16.39.74.48,206.17.145.93,50467,53,normal
icmp,172.19.223.121,172.19.54.185,0,0,normal
udp,172.28.43.173,10.85.192.111,39156,143,normal
icmp,192.168.82.200,192.168.130.72,0,0,normal
tcp,172.17.3.80,208.4.9.174,11404,443,normal
tcp,172.28.178.144,115.132.91.51,17156,23,malicious
icmp,10.192.67.48,192.168.201.234,0,0,normal
tcp,192.168.219.13,172.20.36.46,22043,993,normal
udp,87.169.56.245,10.87.156.221,23166,44190,normal
tcp,172.19.241.168,10.23.146.254,28001,23,malicious
tcp,172.31.110.160,147.216.40.134,23578,9000,normal
tcp,172.22.109.6,192.168.12.21,14737,993,normal
tcp,92.38.151.104,172.24.27.153,5231,80,normal
udp,192.168.26.184,192.168.73.135,33139,9001,normal
udp,192.168.110.64,8.193.246.15,4130,143,normal
tcp,183.154.247.204,192.168.219.135,49627,68,normal
icmp,10.52.153.253,172.21.197.56,0,0,normal
tcp,192.168.34.220,10.90.205.88,49922,40368,normal
udp,139.17.215.12,162.121.63.81,58222,53,normal
udp,241.145.19.58,192.168.178.142,25793,5000,normal
tcp,172.26.163.67,249.213.56.195,40146,56900,normal
tcp,172.26.83.2,29.38.215.33,4656,68,normal
udp,65.213.77.230,10.25.3.47,45444,9000,normal
icmp,10.40.159.53,10.173.143.153,0,0,normal
tcp,103.27.202.112,10.146.92.71,43944,63697,malicious
tcp,45.83.64.1,172.31.120.69,36622,54068,malicious
tcp,51.147.24.214,10.252.121.247,12407,5001,normal
udp,10.148.108.113,192.168.25.170,14019,37924,normal
icmp,172.22.3.227,192.168.133.45,0,0,normal
tcp,103.211.218.54,192.168.105.210,27668,21859,normal
icmp,172.27.227.246,10.238.138.208,0,0,normal
udp,192.168.245.89,172.31.139.51,52296,21,malicious
tcp,172.20.175.250,105.94.34.84,31236,8888,normal
udp,192.168.246.138,172.24.2.51,18179,9000,normal
tcp,192.168.83.0,10.216.113.57,22483,53,normal
udp,172.18.3.36,188.199.237.180,50796,587,normal
udp,103.27.202.112,10.246.193.120,53116,3476,malicious
tcp,172.23.55.168,10.165.50.141,39846,25,normal
tcp,200.155.14.221,172.17.79.27,64393,5000,normal
tcp,10.39.159.151,63.230.66.230,32171,19983,normal
udp,45.132.3.92,248.200.84.231,59758,0,malicious
tcp,172.31.64.41,172.19.39.10,40291,143,normal
udp,172.23.226.141,172.29.38.60,36747,30141,normal
tcp,10.173.95.180,192.168.106.54,43168,68,normal
tcp,199.171.160.84,172.27.170.20,25857,64014,normal
tcp,192.168.0.68,151.64.15.50,28638,47423,normal
tcp,10.5.47.125,172.31.98.16,56312,143,normal
udp,192.168.57.28,192.168.161.4,55251,443,normal
udp,55.170.241.114,178.108.89.154,25254,25,normal
icmp,79.79.193.27,192.168.89.178,0,0,normal
tcp,172.19.137.145,172.19.157.88,47380,68,normal
icmp,16.11.59.9,65.11.236.73,0,0,normal
tcp,10.19.168.182,172.29.163.5,42854,27852,normal
udp,10.5.239.77,192.168.162.79,62446,123,malicious
tcp,172.16.16.173,212.4.34.19,5838,993,normal
tcp,254.55.160.176,172.29.171.60,48542,8888,normal
udp,184.33.252.43,67.134.46.152,38689,1,malicious
icmp,12.213.64.210,172.18.249.212,0,0,normal
icmp,134.77.98.42,172.31.245.171,0,0,normal
udp,172.23.150.162,192.168.88.103,34917,3746,normal
icmp,136.88.181.93,10.208.217.44,0,0,normal
tcp,41.234.42.172,10.208.244.110,53037,23176,normal
udp,192.168.85.8,192.168.36.99,63344,9000,normal
tcp,172.21.181.223,172.25.43.70,21714,123,malicious
udp,0.18.226.43,192.168.177.105,25498,9001,normal
udp,172.16.177.230,172.17.229.125,28321,993,normal
tcp,10.151.1.221,192.168.80.70,61066,8080,malicious
tcp,192.168.245.112,10.50.222.68,40922,68,normal
udp,172.29.69.217,192.168.149.150,21802,43549,normal
tcp,10.77.93.162,192.168.51.118,63774,1,malicious
icmp,10.7.234.45,10.238.43.226,0,0,normal
icmp,192.168.237.111,10.164.173.73,0,0,normal
icmp,10.108.6.218,10.169.252.81,0,0,malicious
udp,10.48.141.137,192.168.223.170,60287,67,normal
udp,172.31.24.157,86.105.241.87,3229,18749,normal
tcp,10.223.157.93,111.112.150.25,10638,445,malicious
tcp,10.81.196.187,192.168.33.171,37210,9000,normal
icmp,40.251.123.1,192.168.79.130,0,0,normal
icmp,10.62.161.204,172.16.214.227,0,0,normal
udp,172.24.74.71,80.159.148.52,52709,0,malicious
icmp,115.168.198.158,10.154.230.19,0,0,normal
udp,238.206.8.75,10.147.54.224,56771,8000,normal
icmp,255.3.235.157,10.127.80.1,0,0,malicious
tcp,172.19.253.46,10.74.47.53,22279,5001,normal
udp,172.30.122.8,192.168.63.198,37772,587,normal
icmp,184.133.44.80,192.168.43.44,0,0,normal
tcp,172.27.184.158,17.104.41.161,55259,1,malicious
tcp,185.107.56.215,57.67.177.3,13858,14046,malicious
tcp,143.117.54.224,172.31.136.58,7278,5001,normal
udp,172.16.191.241,10.19.13.249,41693,143,normal
tcp,10.66.2.3,172.28.242.32,35040,53,normal
tcp,192.168.9.150,192.167.212.160,567,25,normal
udp,192.168.247.81,237.239.59.35,64042,993,normal
icmp,192.168.37.89,10.236.230.1,0,0,normal
udp,192.168.253.43,172.30.161.56,34680,8270,normal
icmp,192.168.200.244,172.18.209.236,0,0,normal
udp,172.20.136.113,172.20.139.191,23522,45838,normal
udp,10.118.110.225,10.217.231.23,2871,50908,normal
udp,192.168.130.11,13.41.254.246,58764,6809,normal
tcp,221.229.192.172,56.86.73.12,60363,143,normal
tcp,172.31.125.63,68.47.14.91,21642,5000,normal
icmp,192.168.234.44,150.193.11.13,0,0,normal
icmp,10.146.211.10,172.29.252.249,0,0,normal
icmp,10.134.113.82,138.152.172.153,0,0,normal
udp,0.30.109.47,22.151.243.31,38742,53,normal
tcp,89.248.167.131,172.30.78.144,38529,18694,malicious
icmp,172.17.45.30,172.17.211.76,0,0,normal
icmp,42.225.236.217,78.84.246.218,0,0,normal
udp,151.184.148.59,10.146.245.152,42407,8888,normal
icmp,219.81.127.116,252.168.206.158,0,0,normal
icmp,220.112.2.203,92.190.97.116,0,0,normal
tcp,172.31.28.43,222.241.32.236,21886,9001,normal
icmp,72.44.243.255,192.168.201.47,0,0,normal
icmp,172.26.163.92,172.27.97.108,0,0,normal
tcp,172.25.64.95,197.246.219.71,55267,53,normal
icmp,10.64.114.85,10.213.31.54,0,0,normal
tcp,192.168.188.161,192.168.154.46,3777,445,malicious
udp,172.18.143.102,227.215.222.7,15488,587,normal
icmp,10.56.140.218,172.30.136.36,0,0,normal
tcp,10.181.220.229,162.206.93.55,43832,5000,normal
tcp,6.254.240.215,10.220.211.254,53847,68,normal
tcp,33.179.226.235,172.25.161.191,12742,41339,normal
icmp,10.113.253.18,10.58.192.178,0,0,normal
icmp,162.71.13.70,136.229.151.225,0,0,normal
tcp,192.168.54.86,49.67.142.215,27768,67,normal
tcp,53.19.87.34,172.27.81.105,6615,23,malicious
icmp,165.126.142.177,192.168.61.37,0,0,normal
udp,172.29.81.243,192.168.153.5,19498,3389,malicious
udp,172.19.13.201,192.168.245.242,39085,443,normal
udp,10.109.237.227,245.40.105.138,43926,8080,malicious
udp,192.168.48.236,192.168.244.177,56142,993,normal
tcp,189.35.134.44,71.17.156.123,59025,137,malicious
icmp,165.244.85.238,172.19.36.155,0,0,normal
tcp,200.163.136.106,251.163.173.15,33694,445,malicious
tcp,172.22.189.112,10.105.190.10,50749,143,normal
tcp,86.228.79.162,30.232.203.52,64055,41363,normal
tcp,91.240.118.129,192.168.200.123,21784,22950,malicious
tcp,172.28.80.172,192.168.218.87,26398,9000,normal
udp,10.196.22.32,121.27.111.225,50987,5000,normal
icmp,10.242.156.134,55.112.167.199,0,0,malicious
tcp,91.240.118.129,10.112.127.47,42014,57601,malicious
tcp,196.251.63.63,172.26.162.201,32005,80,normal
udp,10.97.126.16,247.71.191.4,63891,5001,normal
udp,10.180.234.159,10.21.242.131,19186,68,normal
icmp,172.25.53.123,10.101.160.10,0,0,normal
tcp,166.208.173.136,165.124.65.85,39132,1,malicious
udp,97.131.170.99,192.168.130.17,12243,9001,normal
tcp,91.240.118.129,172.21.50.73,2679,22468,malicious
icmp,192.168.245.29,185.175.20.51,0,0,normal
udp,237.93.44.148,172.28.62.163,23820,443,normal
tcp,10.7.115.54,192.168.165.228,50185,8452,normal
icmp,172.19.134.74,199.255.56.158,0,0,normal
udp,57.238.214.40,172.28.181.59,25362,53,normal
tcp,192.168.194.167,10.108.251.105,39243,19394,normal
icmp,172.16.169.147,192.168.89.174,0,0,normal
tcp,172.23.39.210,10.59.50.53,17459,993,normal
udp,192.168.58.90,30.190.40.183,63135,53,normal
udp,192.168.100.255,172.25.168.46,10064,68,normal
tcp,10.66.248.106,192.168.63.57,29143,443,normal
tcp,22.71.250.51,172.17.197.25,11520,80,normal
icmp,192.168.248.49,126.186.185.36,0,0,normal
tcp,227.107.153.136,172.22.7.58,17509,9001,normal
icmp,172.29.100.48,10.142.192.56,0,0,normal
udp,192.168.46.222,192.168.186.248,54603,993,normal
tcp,10.164.111.26,172.28.69.16,50932,49762,normal
icmp,10.122.59.145,28.182.223.57,0,0,normal
udp,192.168.113.234,172.30.4.127,32892,80,normal
udp,167.146.13.83,192.168.203.119,62856,8888,normal
udp,172.21.190.42,151.128.238.174,50407,8000,normal
udp,250.252.70.54,10.191.231.45,65182,38405,normal
tcp,172.19.97.8,10.223.153.55,33508,27099,normal
icmp,172.16.118.146,192.168.68.187,0,0,normal
icmp,192.168.155.243,10.126.4.150,0,0,normal
tcp,172.22.55.176,87.215.236.7,20452,80,normal
tcp,192.168.243.43,192.168.38.86,63807,143,normal
udp,172.19.146.90,169.191.211.16,22098,53,normal
icmp,82.8.251.200,192.168.48.200,0,0,normal
udp,12.102.47.13,121.93.191.119,15307,50192,normal
udp,192.168.187.32,10.31.88.95,3015,9000,normal
tcp,75.101.120.231,172.31.234.116,62225,443,normal
udp,104.174.242.177,172.21.220.193,8356,9000,normal
icmp,10.163.105.95,246.142.146.37,0,0,normal
icmp,192.168.103.132,172.23.43.36,0,0,normal
tcp,217.236.185.110,117.198.1.100,40060,161,malicious
tcp,172.27.137.11,192.168.59.89,62073,37233,normal
udp,192.168.216.11,192.168.49.67,51703,51533,normal
udp,10.15.15.243,192.168.85.209,33232,9001,normal
icmp,122.95.207.180,1.11.206.158,0,0,normal
tcp,192.168.186.153,212.126.145.38,10006,8979,normal
tcp,10.65.163.48,10.125.170.148,16837,143,normal
udp,192.168.7.56,192.168.184.167,31291,5000,normal
udp,172.20.67.132,10.63.112.8,28091,10552,normal
tcp,98.173.132.115,10.38.66.95,2108,8080,malicious
tcp,10.141.156.54,172.28.139.35,45101,8888,normal
tcp,172.27.60.233,192.168.19.116,52510,9000,normal
tcp,172.20.85.255,10.49.95.211,104,587,normal
icmp,90.96.200.183,10.180.148.51,0,0,malicious
udp,201.170.244.223,62.223.209.20,50799,53,normal
tcp,192.168.86.222,172.21.213.62,44688,26309,normal
icmp,10.250.168.44,210.245.29.139,0,0,normal
icmp,30.193.49.155,10.252.65.194,0,0,normal
udp,5.125.115.71,192.168.241.193,24714,34986,normal
udp,172.18.213.103,172.21.171.121,23884,587,normal
icmp,115.108.195.34,10.34.73.16,0,0,normal
tcp,172.29.105.115,10.68.164.27,47888,56154,normal
tcp,172.26.170.155,126.166.36.226,65155,22,malicious
udp,172.17.204.245,174.13.211.41,46096,68,normal
udp,10.133.73.157,10.141.39.74,28262,143,normal
icmp,192.168.21.3,192.168.113.94,0,0,normal
tcp,172.29.180.118,172.16.82.253,64365,23,malicious
udp,191.233.7.65,172.28.129.17,39907,8000,normal
icmp,192.168.61.249,10.97.184.93,0,0,normal
tcp,192.168.203.24,192.168.90.90,8334,1900,malicious
icmp,192.168.150.108,10.216.161.243,0,0,normal
tcp,7.180.130.220,172.19.124.236,53045,135,malicious
udp,235.26.196.202,192.168.214.246,2750,64400,normal
icmp,192.168.87.180,172.27.211.1,0,0,normal
icmp,192.168.46.68,192.168.104.232,0,0,normal
udp,172.19.94.128,172.28.204.17,15327,8888,normal
icmp,172.23.139.24,193.110.131.200,0,0,normal
icmp,192.168.51.37,172.20.253.54,0,0,normal
udp,10.203.200.80,192.168.92.135,52915,9001,normal
udp,10.124.42.134,10.204.149.215,2821,593,malicious
tcp,83.78.246.164,10.74.116.233,21623,993,normal
tcp,198.144.121.93,192.168.208.202,20087,29459,malicious
udp,10.11.206.186,192.168.73.2,26624,8000,normal
tcp,192.168.208.87,172.22.169.191,41141,143,normal
tcp,10.236.40.90,10.120.210.59,11613,143,normal
icmp,10.254.255.170,49.142.167.35,0,0,normal
icmp,192.168.133.64,172.24.166.135,0,0,normal
icmp,172.27.2.248,10.116.199.16,0,0,normal
icmp,217.240.109.97,192.168.236.106,0,0,normal
tcp,10.254.75.15,217.247.166.189,62679,9000,normal
udp,186.189.126.169,192.168.4.225,37829,9001,normal
icmp,10.67.86.252,10.191.165.136,0,0,normal
tcp,10.153.105.190,192.168.225.188,38560,80,normal
udp,172.27.64.89,172.27.181.180,64335,0,malicious
tcp,172.24.2.95,192.168.244.6,12324,68,normal
icmp,202.129.211.213,172.19.231.149,0,0,normal
tcp,10.218.210.233,192.168.208.141,49314,53,normal
udp,34.236.82.17,172.31.70.179,5230,9001,normal
tcp,172.16.59.17,192.168.190.208,28158,443,normal
tcp,172.27.254.226,192.168.107.21,40418,8443,malicious
tcp,10.44.178.137,10.159.6.229,30207,8888,normal
icmp,175.5.61.102,202.87.183.42,0,0,normal
tcp,192.168.96.5,36.136.14.94,53731,67,normal
icmp,192.168.10.68,24.24.54.41,0,0,normal
udp,172.22.242.54,10.37.209.195,27141,8000,normal
tcp,65.194.126.224,215.160.44.106,29244,67,normal
icmp,20.22.40.116,10.247.28.136,0,0,malicious
tcp,192.168.98.76,138.195.89.2,857,41064,normal
udp,172.30.237.241,185.50.11.78,8023,25,normal
icmp,192.168.202.133,10.206.223.237,0,0,normal
icmp,172.24.2.191,192.168.166.220,0,0,normal
udp,185.107.56.215,10.174.222.228,10484,55089,malicious
icmp,172.25.67.210,192.168.246.151,0,0,normal
icmp,213.217.34.65,10.112.82.152,0,0,normal
icmp,3.190.195.3,93.124.105.161,0,0,normal
tcp,172.20.233.28,172.27.254.73,21730,6423,normal
udp,89.248.167.131,10.104.197.210,63370,6043,malicious
icmp,207.68.202.236,30.189.65.33,0,0,normal
icmp,10.210.199.91,38.214.82.48,0,0,normal
udp,192.168.247.1,10.116.44.140,2947,25,normal
tcp,192.168.172.249,192.168.218.218,38859,1900,malicious
udp,245.235.97.93,172.17.156.209,22695,68,normal
tcp,138.217.10.44,172.29.73.77,13254,25,normal
udp,172.29.119.70,10.194.205.247,33427,9001,normal
icmp,192.168.170.76,104.144.238.32,0,0,normal
tcp,10.183.115.69,206.125.214.83,14117,445,malicious
tcp,10.189.117.3,10.60.45.42,45518,3389,malicious
tcp,78.147.50.244,10.159.150.215,49826,5001,normal
udp,172.30.172.114,10.80.188.160,48448,143,normal
tcp,41.95.198.190,10.120.210.197,33135,5001,normal
udp,10.182.236.118,192.168.173.102,43500,69,malicious
udp,45.178.66.164,10.182.129.22,57352,53,normal
udp,192.168.29.85,10.236.120.47,44816,143,normal
udp,87.38.221.223,172.19.240.100,26445,25,normal
icmp,172.16.216.142,172.21.161.237,0,0,normal
udp,10.234.35.120,192.168.160.45,33127,443,normal
udp,192.168.141.62,192.168.78.239,53643,3389,malicious
tcp,172.26.202.94,172.16.45.184,62540,137,malicious
icmp,10.9.67.57,239.179.242.53,0,0,normal
udp,172.31.235.209,172.28.112.157,65383,6628,normal
icmp,172.17.244.80,10.177.94.247,0,0,normal
tcp,38.107.39.17,18.169.173.176,62153,5000,normal
udp,82.192.138.158,120.39.36.31,46640,11601,normal
icmp,192.168.21.89,42.37.145.212,0,0,normal
tcp,192.168.10.80,172.19.71.117,3590,9000,normal
icmp,18.198.55.78,172.17.1.13,0,0,malicious
icmp,192.168.253.50,10.231.223.104,0,0,normal
icmp,207.151.72.33,172.19.177.99,0,0,normal
tcp,192.168.22.37,192.168.27.105,34000,993,normal
icmp,170.234.227.47,192.168.192.2,0,0,normal
tcp,17.61.147.42,217.195.127.71,10204,587,normal
icmp,10.39.214.71,172.28.227.204,0,0,normal
tcp,10.254.118.54,24.161.177.124,6562,9001,normal
tcp,91.240.118.129,133.100.45.200,19444,52917,malicious
icmp,10.21.161.168,172.27.228.253,0,0,normal
